starterpack_uri,creator_did,name,description,collected_at_utc
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lu2p5g2yro2s,did:plc:vxauyrfqvqkskxyhtyme63vx,Lawyers and the Law Pack,Lawyers and law-related accounts ⚖️📜📚,2026-02-06T00:16:24Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lyiewc7hwq26,did:plc:vxauyrfqvqkskxyhtyme63vx,"Journalists, reporters, writers",,2026-02-06T00:16:24Z
at://did:plc:vxauyrfqvqkskxyhtyme63vx/app.bsky.graph.starterpack/3lzw6qgb2pj2m,did:plc:vxauyrfqvqkskxyhtyme63vx,Professors,"College and University Professors, because we value education and we never want to stop learning, and PS what is happening and WHY",2026-02-06T00:16:24Z
at://did:plc:wswcgmey4x3qy7ptiwwct3et/app.bsky.graph.starterpack/3lkr4hdn3pf2f,did:plc:wswcgmey4x3qy7ptiwwct3et,sezayi's Starter Pack,,2026-02-06T00:16:53Z
at://did:plc:ybqpgar7mamupzczgfjs2uah/app.bsky.graph.starterpack/3lk2aja5eay2n,did:plc:ybqpgar7mamupzczgfjs2uah,Hot stuff,,2026-02-06T00:17:26Z
at://did:plc:ybqpgar7mamupzczgfjs2uah/app.bsky.graph.starterpack/3llzidkci762i,did:plc:ybqpgar7mamupzczgfjs2uah,Great artists,,2026-02-06T00:17:26Z
at://did:plc:ybqpgar7mamupzczgfjs2uah/app.bsky.graph.starterpack/3lmemokdb4x2w,did:plc:ybqpgar7mamupzczgfjs2uah,Hot stuff (VR edition),,2026-02-06T00:17:26Z
at://did:plc:ybqpgar7mamupzczgfjs2uah/app.bsky.graph.starterpack/3lnrfkfan4v2j,did:plc:ybqpgar7mamupzczgfjs2uah,Great music,"Musicians/bands I like. Game devs that also compose their music not included (check the Cool Game Dev starter pack). If their account is empty, try looking them up",2026-02-06T00:17:26Z
at://did:plc:ybqpgar7mamupzczgfjs2uah/app.bsky.graph.starterpack/3lnrg3obhn527,did:plc:ybqpgar7mamupzczgfjs2uah,Cool Game Devs,People who worked on games/mods I love (save for composers/musicians. See my music starter pack for that,2026-02-06T00:17:26Z
at://did:plc:ybqpgar7mamupzczgfjs2uah/app.bsky.graph.starterpack/3lpwmunrcm32t,did:plc:ybqpgar7mamupzczgfjs2uah,Hot stuff 2,Original pack got too long,2026-02-06T00:17:25Z
at://did:plc:yd7bt53qrinin34jasvkthvs/app.bsky.graph.starterpack/3lgyeilcocb2k,did:plc:yd7bt53qrinin34jasvkthvs,T-Shirtnshorts Favs,Mostly those who I have had the pleasure of speaking with. Some kindly added me to a pack when I was tiny. Let’s support #Blue,2026-02-06T00:16:30Z
at://did:plc:yd7bt53qrinin34jasvkthvs/app.bsky.graph.starterpack/3lkqxzrpg2v2m,did:plc:yd7bt53qrinin34jasvkthvs,🚀😂 Engagement Fun,"Follow
Like multiple posts
Comment with words on a post",2026-02-06T00:16:30Z
at://did:plc:yqbisn7r44sillyxya5mkgi4/app.bsky.graph.starterpack/3lkr32w5xbs2k,did:plc:yqbisn7r44sillyxya5mkgi4,Immunization Coalitions,A list of nonprofits around the US that work to promote vaccines and vaccine confidence.,2026-02-06T00:16:32Z
at://did:plc:yuuvmn6bkq3venl5gjsy5j6j/app.bsky.graph.starterpack/3lkr4nnmvbe2q,did:plc:yuuvmn6bkq3venl5gjsy5j6j,@‪mycheck.bsky.social‬'s Starter Pack,,2026-02-06T00:17:27Z
